time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452650000	3.91596	18.2324	4.85697	3.92339	0.54371	radar	6.97979	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.65357	18.0935	4.94998	3.90729	0.482536	lidar	2.83036	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.48906	17.9444	4.88563	3.9136	0.435831	radar	3.45232	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.25867	17.7791	4.95117	3.91286	0.40353	lidar	1.16214	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.08299	17.5933	4.99324	3.95122	0.452931	radar	2.38286	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90163	17.4768	4.95596	3.94754	0.4193	lidar	6.14552	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.76741	17.2571	4.98805	4.01221	0.509227	radar	2.97293	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59084	17.071	5.0046	4.02877	0.497009	lidar	0.103336	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.4237	16.9069	4.94089	4.02189	0.423463	radar	2.249	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25794	16.7353	4.93552	4.03265	0.409701	lidar	0.51792	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.07885	16.5413	4.93703	4.03264	0.362509	radar	4.92278	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92543	16.3109	4.97079	4.06218	0.376908	lidar	2.27606	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76319	16.1363	4.9362	4.0582	0.328609	radar	0.896076	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.55353	15.9705	4.97305	4.04018	0.28135	lidar	1.53159	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43408	15.7358	5.01615	4.09738	0.370248	radar	2.34608	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.26048	15.5184	5.05991	4.10639	0.356612	lidar	0.772662	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.10021	15.3262	5.05295	4.10834	0.328818	radar	0.895074	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.885097	15.1093	5.13648	4.09591	0.288232	lidar	2.20019	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.731875	14.9296	5.0855	4.08823	0.23914	radar	2.22051	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.6353	14.7148	5.0417	4.12373	0.27129	lidar	0.700267	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.527836	14.4712	5.07806	4.17238	0.341881	radar	1.98929	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.35287	14.2495	5.12765	4.17039	0.315361	lidar	0.747986	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.236733	13.9954	5.20273	4.22013	0.395726	radar	3.06643	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.232058	13.7444	5.11364	4.29597	0.47348	lidar	3.67166	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.132836	13.5015	5.1502	4.32915	0.499317	radar	0.834651	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0394799	13.271	5.20869	4.31511	0.44303	lidar	1.55672	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.159904	13.0538	5.16339	4.31174	0.389733	radar	1.2487	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.154714	12.8264	5.06822	4.37922	0.460537	lidar	3.24662	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.276701	12.6025	5.03021	4.3673	0.390515	radar	3.70388	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.400698	12.3675	5.05799	4.3657	0.359482	lidar	0.394656	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.532329	12.1599	5.02895	4.34692	0.295353	radar	3.71928	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.608919	11.9413	5.00181	4.36471	0.300414	lidar	0.535125	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.742892	11.7135	5.01345	4.34855	0.248963	radar	2.62145	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.948644	11.4718	5.10283	4.3018	0.163615	lidar	3.65339	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.06324	11.2458	5.06667	4.28829	0.110899	radar	2.32434	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.24276	11.0212	5.11451	4.25518	0.0573815	lidar	1.53428	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.31232	10.7721	5.14783	4.30092	0.14738	radar	2.016	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.44026	10.5193	5.1882	4.2988	0.134489	lidar	0.722816	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.5236	10.2547	5.23633	4.33221	0.192564	radar	1.69839	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.61894	10.0452	5.19541	4.33684	0.186356	lidar	1.92851	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.70891	9.81482	5.16935	4.34288	0.175833	radar	0.493985	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.77964	9.59511	5.12669	4.35867	0.185839	lidar	0.871537	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.88877	9.34205	5.18407	4.36911	0.204223	radar	2.48127	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.96681	9.04925	5.23763	4.39013	0.218154	lidar	4.10957	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.05495	8.82661	5.18644	4.38482	0.17932	radar	1.83147	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.14969	8.57464	5.20391	4.38868	0.172002	lidar	0.107365	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.28131	8.31974	5.25091	4.37367	0.137895	radar	2.65873	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.32283	8.08692	5.19879	4.40027	0.165648	lidar	0.928632	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.38541	7.87418	5.13467	4.40838	0.159667	radar	5.52947	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.50008	7.62274	5.17204	4.39859	0.134985	lidar	0.605136	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.6719	7.387	5.19199	4.34211	0.0166736	radar	5.06349	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77629	7.13217	5.21687	4.33958	0.0119544	lidar	0.279204	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.83119	6.89685	5.19483	4.36976	0.0732463	radar	1.93936	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.87035	6.69001	5.1082	4.39022	0.0950521	lidar	2.66117	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.93549	6.46817	5.04032	4.38266	0.0474611	radar	3.91511	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.98942	6.23259	5.01474	4.397	0.0630962	lidar	0.444672	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.10685	5.98425	5.06872	4.38826	0.0568073	radar	3.31842	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.19003	5.71015	5.11632	4.39377	0.0600879	lidar	1.70265	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.30063	5.46271	5.12659	4.36784	-0.00736376	radar	1.93507	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3991	5.20179	5.16347	4.36461	-0.0110134	lidar	0.561375	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.46247	4.95555	5.15936	4.38579	0.0369965	radar	0.422367	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.57845	4.67709	5.23538	4.37782	0.0254896	lidar	2.07545	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.68747	4.42463	5.24761	4.35383	-0.0380314	radar	1.92801	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.82321	4.15347	5.32208	4.33798	-0.0536343	lidar	2.40035	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.90003	3.91248	5.30389	4.35738	0.00284975	radar	1.3978	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.97207	3.6802	5.26253	4.36266	0.00746016	lidar	0.733231	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.07237	3.47608	5.20132	4.34118	-0.0458601	radar	3.98827	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.16447	3.23164	5.20268	4.3401	-0.0444013	lidar	0.0169224	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.2789	2.9778	5.23533	4.32415	-0.0777357	radar	0.579777	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37007	2.70353	5.27748	4.32829	-0.0662283	lidar	1.37254	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45523	2.4535	5.27467	4.33848	-0.0336154	radar	0.290479	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.5602	2.18812	5.31383	4.33773	-0.0301093	lidar	0.637416	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66921	1.95993	5.29557	4.30603	-0.116845	radar	3.72126	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78645	1.68584	5.35624	4.30283	-0.109382	lidar	1.57121	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.909	1.43839	5.37586	4.28488	-0.141056	radar	0.308919	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.96983	1.20495	5.31549	4.29059	-0.130494	lidar	5.07739	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.06396	0.988189	5.25702	4.29119	-0.10778	radar	1.2086	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.12568	0.755961	5.20799	4.29752	-0.0973235	lidar	4.0515	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21883	0.460554	5.29678	4.30559	-0.0856332	radar	5.334	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29402	0.219867	5.27039	4.30968	-0.0768965	lidar	1.59188	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.4026	-0.0168719	5.25157	4.31823	-0.0291279	radar	5.89462	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.47264	-0.256111	5.22491	4.32541	-0.0195984	lidar	1.6537	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5946	-0.434647	5.14374	4.29507	-0.0737626	radar	3.76516	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.73233	-0.616778	5.08193	4.26598	-0.112042	lidar	2.53178	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.84888	-0.840481	5.10506	4.23757	-0.181894	radar	5.18075	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.94381	-1.11259	5.16198	4.24958	-0.148963	lidar	1.65589	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.03097	-1.38317	5.20595	4.26429	-0.114798	radar	2.95913	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.17093	-1.58866	5.17864	4.24054	-0.141962	lidar	0.960786	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.31811	-1.81847	5.24015	4.19944	-0.235089	radar	3.60059	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.42423	-2.07098	5.26366	4.20404	-0.210223	lidar	0.669294	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.57668	-2.27003	5.22278	4.18006	-0.22251	radar	2.92138	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72791	-2.47855	5.2109	4.15741	-0.239922	lidar	0.309125	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.88556	-2.68683	5.20803	4.13327	-0.259929	radar	0.912246	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.9739	-2.96414	5.25899	4.16136	-0.196842	lidar	2.96421	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.10159	-3.1891	5.23728	4.16236	-0.16947	radar	0.33979	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.22632	-3.38412	5.19196	4.14895	-0.178704	lidar	1.33422	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.3712	-3.63391	5.23463	4.14998	-0.160256	radar	4.52014	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53439	-3.76628	5.1311	4.10209	-0.223022	lidar	4.49389	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.68042	-3.97301	5.13575	4.08838	-0.231312	radar	0.438704	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.83185	-4.20606	5.16949	4.08593	-0.216642	lidar	0.586065	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.98257	-4.42457	5.17691	4.0806	-0.20595	radar	0.426181	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.14043	-4.66767	5.22411	4.08159	-0.187759	lidar	1.2949	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27568	-4.87599	5.15718	4.09148	-0.137567	radar	2.43803	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40444	-5.09874	5.15969	4.09814	-0.117298	lidar	0.283703	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.54953	-5.2678	5.07002	4.08745	-0.110368	radar	3.79728	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74158	-5.46381	5.08892	4.06138	-0.140545	lidar	1.77615	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89943	-5.66272	5.07854	4.05396	-0.137806	radar	0.299233	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05624	-5.84859	5.06267	4.04137	-0.146509	lidar	0.143376	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19308	-6.00782	4.96705	4.03471	-0.135209	radar	6.0741	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37834	-6.1019	4.8735	3.97903	-0.209033	lidar	4.78562	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55429	-6.28416	4.88549	3.96449	-0.214893	radar	0.918649	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68885	-6.49899	4.90254	3.98115	-0.174086	lidar	0.531461	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91798	-6.65116	4.95754	3.92919	-0.246785	radar	7.06218	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1225	-6.81364	4.96807	3.90048	-0.27062	lidar	0.602808	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3099	-6.9724	4.98166	3.87827	-0.286728	radar	0.991924	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5392	-7.15279	5.03457	3.85288	-0.301591	lidar	3.5831	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7498	-7.2879	5.03555	3.81779	-0.332893	radar	1.76498	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9957	-7.4495	5.08585	3.78536	-0.35461	lidar	3.44064	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1877	-7.5845	5.0402	3.76565	-0.357283	radar	1.22953	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3302	-7.74885	4.99645	3.77915	-0.312546	lidar	3.31499	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5291	-7.87064	4.9623	3.75318	-0.328046	radar	1.72646	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7082	-7.97632	4.90826	3.72938	-0.34046	lidar	2.96285	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9054	-8.08304	4.82931	3.70174	-0.35682	radar	1.6986	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1201	-8.17347	4.81166	3.66377	-0.386711	lidar	0.484794	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3483	-8.29963	4.90035	3.64516	-0.38129	radar	2.70961	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5503	-8.38216	4.86229	3.61407	-0.399931	lidar	1.63778	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7616	-8.45931	4.79509	3.57738	-0.429274	radar	1.52671	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0369	-8.55079	4.85746	3.53499	-0.457524	lidar	3.89548	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2881	-8.64778	4.92493	3.51191	-0.450952	radar	2.7474	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5072	-8.69709	4.89199	3.47339	-0.475209	lidar	1.58539	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7313	-8.72348	4.81159	3.4177	-0.533654	radar	3.30716	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9477	-8.85054	4.82063	3.42888	-0.478937	lidar	1.37784	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1985	-8.94533	4.91582	3.42695	-0.429863	radar	3.04029	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4148	-9.0709	4.91147	3.44128	-0.378909	lidar	0.907453	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.644	-9.14151	4.89013	3.42155	-0.383875	radar	0.298307	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9322	-9.13289	4.93738	3.35192	-0.454359	lidar	1.69889	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1903	-9.2077	4.97182	3.34121	-0.434447	radar	4.59798	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4487	-9.33705	5.01089	3.36101	-0.374472	lidar	5.49733	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.693	-9.36178	4.95894	3.31773	-0.425602	radar	2.12696	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9467	-9.455	4.98167	3.32295	-0.387416	lidar	2.17262	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.2	-9.45851	4.9612	3.27507	-0.437987	radar	2.30343	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4523	-9.44991	4.96556	3.23152	-0.468426	lidar	0.448111	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6724	-9.44441	4.90882	3.19268	-0.500657	radar	5.09058	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9552	-9.42873	4.96018	3.14989	-0.523644	lidar	1.37572	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2046	-9.49748	4.984	3.16946	-0.445864	radar	8.05258	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4637	-9.51879	4.99796	3.15529	-0.434199	lidar	0.513292	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7222	-9.50489	4.9936	3.11868	-0.465288	radar	1.68565	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9769	-9.47128	5.00444	3.08206	-0.483351	lidar	0.156614	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2227	-9.42805	4.98529	3.03696	-0.525593	radar	0.601373	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4213	-9.48311	4.90171	3.05641	-0.466	lidar	2.43807	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.657	-9.4738	4.90534	3.04849	-0.432451	radar	1.71305	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.9051	-9.46702	4.90727	3.03643	-0.419319	lidar	0.263531	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1349	-9.4301	4.90295	3.01654	-0.409346	radar	3.93748	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3827	-9.30253	4.93898	2.94761	-0.474454	lidar	2.9983	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6175	-9.22106	4.92331	2.89848	-0.525265	radar	1.02473	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8691	-9.0935	4.96763	2.83966	-0.567683	lidar	1.12066	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1079	-8.98997	4.98882	2.80196	-0.573188	radar	4.86618	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2779	-9.13547	4.78985	2.88261	-0.437388	lidar	15.1476	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5163	-9.09683	4.79622	2.87816	-0.406206	radar	1.53016	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7381	-8.99858	4.80221	2.84107	-0.428321	lidar	0.735977	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9799	-8.91697	4.81897	2.81302	-0.443063	radar	2.45973	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1759	-8.84944	4.77073	2.79458	-0.43959	lidar	1.30079	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4089	-8.76073	4.77857	2.76537	-0.458758	radar	1.91603	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.6012	-8.73977	4.69762	2.77283	-0.420917	lidar	1.73783	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7925	-8.58887	4.66791	2.69438	-0.539091	radar	6.35671	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9945	-8.5131	4.6403	2.67995	-0.523365	lidar	0.235029	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2046	-8.40842	4.65878	2.66664	-0.48581	radar	2.0959	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4356	-8.31031	4.68302	2.65099	-0.473764	lidar	1.24689	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6268	-8.19285	4.66272	2.61722	-0.497663	radar	0.84974	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8637	-7.94502	4.81107	2.54015	-0.559882	lidar	5.72819	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0549	-7.79152	4.80131	2.48537	-0.62872	radar	3.10191	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.281	-7.6133	4.87261	2.44894	-0.631826	lidar	2.21859	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4832	-7.47806	4.88598	2.45298	-0.545805	radar	2.12316	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6483	-7.33492	4.84804	2.42703	-0.546046	lidar	0.660678	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8405	-7.17527	4.86504	2.41055	-0.517547	radar	0.954983	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-24.0019	-7.0851	4.77002	2.40852	-0.492755	lidar	2.19877	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1692	-6.90155	4.77971	2.36737	-0.525352	radar	1.92804	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3298	-6.64771	4.86218	2.30872	-0.562065	lidar	3.06426	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.4973	-6.47052	4.859	2.2741	-0.589357	radar	3.44808	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5944	-6.33181	4.74664	2.24617	-0.592481	lidar	5.30775	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
